subID	 block_state	 block_number	 trial_encoding	 trial_retrieval	 trial_total_enc	 trial_total_ret	 object_name	 object_number	 object_percep	 object_category	 context_name	 context_number	 context_category	 RT_encoding	 cue_retrieval	 RT_reinstatement	 catch_trial_type	 acc_catch	 RT_catch_trial	 total_responses_distractor	 accuracy_distractor	 OnsetEncodingBlockStart	 WordOnsetEncoding	 ObjectContextOnset	 ResponseEncodingOnset	 OnsetRetrievalBlockStart	 CueRetrievalOnset	 ResponseRetrievalOnset	 CatchTrialOnset	 ResponseCatchOnset	 episode_remembered	 OnsetEnd
JLC	 retrieval	 2	 0	 6	 16	 14	 lion	 11	 1	 3	 nice_port	 18	 2	 0.000000	 arrange	 1.765214	 perceptual	 3.000000	 2.773304	 33	 1.000000	 	 	 	 	 368.846717	 417.709406	 419.479843	 422.997125	 425.775791	 1.000000	 
JLC	 retrieval	 2	 0	 7	 16	 15	 keyboard	 8	 1	 6	 strange_field	 27	 1	 0.000000	 utilize	 2.852301	 perceptual	 1.000000	 1.308961	 33	 1.000000	 	 	 	 	 368.846717	 426.790087	 429.647684	 433.157400	 434.471657	 1.000000	 
JLC	 retrieval	 2	 0	 8	 16	 16	 parrot	 9	 1	 2	 natural_night	 21	 1	 0.000000	 pat	 1.645703	 perceptual	 1.000000	 4.322566	 33	 1.000000	 	 	 	 	 368.846717	 436.036634	 437.687679	 441.199710	 445.527565	 1.000000	 
JLC	 encoding	 3	 1	 0	 17	 16	 satellite dish	 15	 1	 6	 	 0	 0	 5.552789	 dig	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 469.880952	 472.857015	 478.415121	 	 	 	 	 	 	 
JLC	 encoding	 3	 2	 0	 18	 16	 potato	 14	 2	 7	 	 0	 0	 5.029045	 spread	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 479.888888	 482.892666	 487.926977	 	 	 	 	 	 	 
JLC	 encoding	 3	 3	 0	 19	 16	 grasshopper	 9	 2	 1	 	 0	 0	 5.537887	 plant	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 488.581832	 491.391663	 496.934870	 	 	 	 	 	 	 
JLC	 encoding	 3	 4	 0	 20	 16	 peacock	 10	 2	 2	 	 0	 0	 6.484843	 compare	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 497.676326	 500.444634	 506.934730	 	 	 	 	 	 	 
JLC	 encoding	 3	 5	 0	 21	 16	 dolphin	 3	 1	 4	 	 0	 0	 5.001346	 flash	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 507.725682	 510.328006	 515.334645	 	 	 	 	 	 	 
JLC	 encoding	 3	 6	 0	 22	 16	 jellyfish	 5	 2	 4	 	 0	 0	 5.725841	 tear	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 516.903121	 520.211375	 525.942517	 	 	 	 	 	 	 
JLC	 encoding	 3	 7	 0	 23	 16	 starfish02	 15	 2	 4	 	 0	 0	 6.558955	 smooth	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 526.661888	 529.970164	 536.534384	 	 	 	 	 	 	 
JLC	 encoding	 3	 8	 0	 24	 16	 shrimp	 14	 2	 4	 	 0	 0	 5.243186	 drop	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 448.985541	 537.804893	 541.237758	 546.486258	 	 	 	 	 	 	 
JLC	 retrieval	 3	 0	 1	 24	 17	 potato	 14	 2	 7	 cherry_field	 5	 1	 0.000000	 spread	 1.630894	 semantic_animated	 1.000000	 2.705465	 33	 0.969697	 	 	 	 	 597.521502	 601.465396	 603.101609	 606.614718	 609.325577	 1.000000	 
JLC	 retrieval	 3	 0	 2	 24	 18	 satellite dish	 15	 1	 6	 library	 20	 3	 0.000000	 dig	 1.319561	 perceptual	 0.000000	 2.968578	 33	 0.969697	 	 	 	 	 597.521502	 611.016570	 612.341433	 615.847524	 618.821398	 1.000000	 
JLC	 retrieval	 3	 0	 3	 24	 19	 peacock	 10	 2	 2	 foyer	 13	 4	 0.000000	 compare	 1.896261	 perceptual	 1.000000	 2.083724	 33	 0.969697	 	 	 	 	 597.521502	 619.847821	 621.749320	 625.260226	 627.349281	 1.000000	 
JLC	 retrieval	 3	 0	 4	 24	 20	 starfish02	 15	 2	 4	 parlamento_europeo	 25	 3	 0.000000	 smooth	 4.656897	 perceptual	 1.000000	 1.825796	 33	 0.969697	 	 	 	 	 597.521502	 628.166982	 632.829186	 636.334064	 638.165166	 1.000000	 
JLC	 retrieval	 3	 0	 5	 24	 21	 dolphin	 3	 1	 4	 brooklyn	 4	 2	 0.000000	 flash	 2.234828	 perceptual	 1.000000	 1.378346	 33	 0.969697	 	 	 	 	 597.521502	 639.060950	 641.301093	 644.805425	 646.189026	 1.000000	 
JLC	 retrieval	 3	 0	 6	 24	 22	 shrimp	 14	 2	 4	 destroyed_living	 11	 4	 0.000000	 drop	 4.586925	 perceptual	 1.000000	 2.177148	 33	 0.969697	 	 	 	 	 597.521502	 647.684772	 652.276997	 655.782429	 657.964962	 1.000000	 
JLC	 retrieval	 3	 0	 7	 24	 23	 jellyfish	 5	 2	 4	 costarica	 9	 2	 0.000000	 tear	 2.170073	 semantic_animated	 1.000000	 3.680854	 33	 0.969697	 	 	 	 	 597.521502	 659.021512	 661.196843	 664.710605	 668.396779	 1.000000	 
JLC	 retrieval	 3	 0	 8	 24	 24	 grasshopper	 9	 2	 1	 shpping	 30	 3	 0.000000	 plant	 2.518225	 semantic_animated	 1.000000	 4.234884	 33	 0.969697	 	 	 	 	 597.521502	 669.929204	 672.452715	 675.964430	 680.204683	 1.000000	 
JLC	 encoding	 4	 1	 0	 25	 24	 hairdryer	 6	 1	 6	 	 0	 0	 4.080078	 bump	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 740.953678	 744.054459	 748.139805	 	 	 	 	 	 	 
JLC	 encoding	 4	 2	 0	 26	 24	 toaster	 16	 2	 6	 	 0	 0	 6.999496	 lift	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 749.785111	 753.134833	 760.139606	 	 	 	 	 	 	 
JLC	 encoding	 4	 3	 0	 27	 24	 glasses	 5	 1	 8	 	 0	 0	 4.448962	 kick	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 761.371097	 764.693255	 769.147504	 	 	 	 	 	 	 
JLC	 encoding	 4	 4	 0	 28	 24	 kangaroo	 10	 1	 3	 	 0	 0	 0.000000	 boot	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 769.953304	 773.040058	 769.147504	 	 	 	 	 	 	 
JLC	 encoding	 4	 5	 0	 29	 24	 laptop	 9	 1	 6	 	 0	 0	 5.926856	 copy	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 781.193217	 783.823149	 789.755267	 	 	 	 	 	 	 
JLC	 encoding	 4	 6	 0	 30	 24	 spider	 15	 1	 1	 	 0	 0	 4.238903	 stick	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 790.426011	 793.318988	 797.563226	 	 	 	 	 	 	 
JLC	 encoding	 4	 7	 0	 31	 24	 melon	 9	 1	 5	 	 0	 0	 5.393600	 allocate	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 798.246887	 801.292178	 806.691042	 	 	 	 	 	 	 
JLC	 encoding	 4	 8	 0	 32	 24	 killer whale	 6	 2	 4	 	 0	 0	 4.578323	 bring	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 685.758182	 807.424290	 810.843327	 815.426946	 	 	 	 	 	 	 
JLC	 retrieval	 4	 0	 1	 32	 25	 toaster	 16	 2	 6	 luxury_living	 26	 4	 0.000000	 lift	 1.407640	 semantic_animated	 1.000000	 3.415600	 35	 1.000000	 	 	 	 	 998.033245	 1003.859735	 1005.272665	 1008.787648	 1012.208641	 1.000000	 
JLC	 retrieval	 4	 0	 2	 32	 26	 killer whale	 6	 2	 4	 desert_landscape	 8	 1	 0.000000	 bring	 1.855071	 perceptual	 1.000000	 1.748265	 35	 1.000000	 	 	 	 	 998.033245	 1013.300147	 1015.160510	 1018.670907	 1020.424474	 1.000000	 
JLC	 retrieval	 4	 0	 3	 32	 27	 glasses	 5	 1	 8	 classroom	 8	 3	 0.000000	 kick	 1.695143	 semantic_animated	 1.000000	 1.490518	 35	 1.000000	 	 	 	 	 998.033245	 1021.563976	 1023.264445	 1026.768559	 1028.264462	 1.000000	 
JLC	 retrieval	 4	 0	 4	 32	 28	 spider	 15	 1	 1	 vienna	 31	 2	 0.000000	 stick	 3.248596	 perceptual	 1.000000	 2.567776	 35	 1.000000	 	 	 	 	 998.033245	 1029.426403	 1032.680356	 1036.195190	 1038.768270	 1.000000	 
JLC	 retrieval	 4	 0	 5	 32	 29	 laptop	 9	 1	 6	 chernobil	 6	 2	 0.000000	 copy	 3.593022	 semantic_animated	 1.000000	 1.070053	 35	 1.000000	 	 	 	 	 998.033245	 1040.001830	 1043.600161	 1047.116758	 1048.192148	 1.000000	 
JLC	 retrieval	 4	 0	 6	 32	 30	 kangaroo	 10	 1	 3	 operating_room	 22	 3	 0.000000	 boot	 1.346861	 perceptual	 1.000000	 2.224240	 35	 1.000000	 	 	 	 	 998.033245	 1048.943933	 1050.296065	 1053.802533	 1056.032073	 1.000000	 
JLC	 retrieval	 4	 0	 7	 32	 31	 melon	 9	 1	 5	 olives	 22	 1	 0.000000	 allocate	 2.183877	 semantic_animated	 0.000000	 3.944700	 35	 1.000000	 	 	 	 	 998.033245	 1056.930846	 1059.119965	 1062.633916	 1066.583953	 1.000000	 
JLC	 retrieval	 4	 0	 8	 32	 32	 hairdryer	 6	 1	 6	 home_office	 14	 4	 0.000000	 bump	 2.891401	 perceptual	 0.000000	 4.266324	 35	 1.000000	 	 	 	 	 998.033245	 1068.143142	 1071.039814	 1074.552144	 1078.823759	 1.000000	 
JLC	 encoding	 5	 1	 0	 33	 32	 horse	 9	 2	 3	 	 0	 0	 6.576420	 join	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1090.636786	 1093.889739	 1100.471474	 	 	 	 	 	 	 
JLC	 encoding	 5	 2	 0	 34	 32	 pepper	 13	 1	 7	 	 0	 0	 3.678406	 rub	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1101.932089	 1104.603656	 1108.287365	 	 	 	 	 	 	 
JLC	 encoding	 5	 3	 0	 35	 32	 watermelon	 16	 2	 5	 	 0	 0	 3.169431	 wash	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1109.448448	 1112.936630	 1116.111326	 	 	 	 	 	 	 
JLC	 encoding	 5	 4	 0	 36	 32	 lemon	 8	 1	 5	 	 0	 0	 4.089804	 explode	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1117.310828	 1120.536081	 1124.631149	 	 	 	 	 	 	 
JLC	 encoding	 5	 5	 0	 37	 32	 bumble bee	 3	 1	 1	 	 0	 0	 5.439437	 include	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1125.643870	 1128.578322	 1134.023051	 	 	 	 	 	 	 
JLC	 encoding	 5	 6	 0	 38	 32	 onions	 12	 2	 7	 	 0	 0	 4.958109	 shake	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1135.333447	 1138.475646	 1143.438993	 	 	 	 	 	 	 
JLC	 encoding	 5	 7	 0	 39	 32	 camel	 5	 2	 3	 	 0	 0	 4.482141	 deliver	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1144.732250	 1147.791387	 1152.278859	 	 	 	 	 	 	 
JLC	 encoding	 5	 8	 0	 40	 32	 high heels	 8	 1	 8	 	 0	 0	 5.715239	 walk	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1081.937783	 1153.425209	 1156.678195	 1162.398697	 	 	 	 	 	 	 
JLC	 retrieval	 5	 0	 1	 40	 33	 watermelon	 16	 2	 5	 inside_forest	 17	 1	 0.000000	 wash	 3.597837	 perceptual	 3.000000	 1.850835	 36	 0.972222	 	 	 	 	 1219.370266	 1232.450706	 1236.053840	 1239.565649	 1241.421793	 1.000000	 
JLC	 retrieval	 5	 0	 2	 40	 34	 camel	 5	 2	 3	 ruthenburg	 24	 2	 0.000000	 deliver	 2.198350	 perceptual	 1.000000	 1.121274	 36	 0.972222	 	 	 	 	 1219.370266	 1243.026086	 1245.229697	 1248.743056	 1249.869609	 1.000000	 
JLC	 retrieval	 5	 0	 3	 40	 35	 onions	 12	 2	 7	 bedroom_baby	 3	 4	 0.000000	 shake	 1.495951	 semantic_animated	 1.000000	 1.580949	 36	 0.972222	 	 	 	 	 1219.370266	 1251.248369	 1252.749723	 1256.259319	 1257.845599	 1.000000	 
JLC	 retrieval	 5	 0	 4	 40	 36	 high heels	 8	 1	 8	 new_york	 17	 2	 0.000000	 walk	 1.407002	 semantic_animated	 1.000000	 3.687100	 36	 0.972222	 	 	 	 	 1219.370266	 1259.609191	 1261.021519	 1264.537006	 1268.229459	 1.000000	 
JLC	 retrieval	 5	 0	 5	 40	 37	 horse	 9	 2	 3	 paris_metro	 23	 3	 0.000000	 join	 2.228374	 semantic_animated	 1.000000	 1.627737	 36	 0.972222	 	 	 	 	 1219.370266	 1269.395685	 1271.629443	 1275.140262	 1276.773432	 1.000000	 
JLC	 retrieval	 5	 0	 6	 40	 38	 bumble bee	 3	 1	 1	 pool_room	 28	 4	 0.000000	 include	 1.952855	 perceptual	 1.000000	 1.941014	 36	 0.972222	 	 	 	 	 1219.370266	 1277.687119	 1279.645281	 1283.154928	 1285.101205	 1.000000	 
JLC	 retrieval	 5	 0	 7	 40	 39	 lemon	 8	 1	 5	 shoe_shop	 28	 3	 0.000000	 explode	 1.339369	 perceptual	 0.000000	 2.464566	 36	 0.972222	 	 	 	 	 1219.370266	 1286.684553	 1288.029188	 1291.543224	 1294.013101	 1.000000	 
JLC	 retrieval	 5	 0	 8	 40	 40	 pepper	 13	 1	 7	 field	 12	 1	 0.000000	 rub	 0.901827	 semantic_animated	 1.000000	 1.270128	 36	 0.972222	 	 	 	 	 1219.370266	 1294.809970	 1295.717081	 1299.225638	 1300.501039	 1.000000	 
JLC	 encoding	 6	 1	 0	 41	 40	 scarf	 11	 2	 8	 	 0	 0	 2.844874	 bury	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1328.682073	 1331.810418	 1334.660633	 	 	 	 	 	 	 
JLC	 encoding	 6	 2	 0	 42	 40	 strawberry	 15	 2	 5	 	 0	 0	 3.432210	 blur	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1335.547725	 1338.606984	 1342.044531	 	 	 	 	 	 	 
JLC	 encoding	 6	 3	 0	 43	 40	 worm	 16	 1	 1	 	 0	 0	 4.017637	 jump	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1343.105601	 1345.749479	 1349.772447	 	 	 	 	 	 	 
JLC	 encoding	 6	 4	 0	 44	 40	 pigeon	 13	 2	 2	 	 0	 0	 6.119571	 decorate	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1350.525072	 1353.127493	 1359.252305	 	 	 	 	 	 	 
JLC	 encoding	 6	 5	 0	 45	 40	 microphone	 10	 2	 6	 	 0	 0	 4.912088	 cross	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1360.214724	 1363.190789	 1368.108285	 	 	 	 	 	 	 
JLC	 encoding	 6	 6	 0	 46	 40	 pear	 12	 1	 5	 	 0	 0	 3.763373	 divide	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1369.682874	 1372.603451	 1376.372131	 	 	 	 	 	 	 
JLC	 encoding	 6	 7	 0	 47	 40	 jeans	 9	 1	 8	 	 0	 0	 4.316838	 circle	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1377.323744	 1380.105933	 1384.427979	 	 	 	 	 	 	 
JLC	 encoding	 6	 8	 0	 48	 40	 swordfish	 16	 1	 4	 	 0	 0	 4.145497	 trap	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1304.381262	 1385.089258	 1387.733120	 1391.883878	 	 	 	 	 	 	 
JLC	 retrieval	 6	 0	 1	 48	 41	 worm	 16	 1	 1	 hairdresser	 17	 3	 0.000000	 jump	 1.676181	 semantic_animated	 1.000000	 1.589272	 37	 1.000000	 	 	 	 	 1435.364764	 1438.921834	 1440.603313	 1444.112665	 1445.707252	 1.000000	 
JLC	 retrieval	 6	 0	 2	 48	 42	 strawberry	 15	 2	 5	 kid_bedroom_pink	 20	 4	 0.000000	 blur	 2.834392	 semantic_animated	 1.000000	 1.040622	 37	 1.000000	 	 	 	 	 1435.364764	 1446.659575	 1449.499273	 1453.013218	 1454.059199	 1.000000	 
JLC	 retrieval	 6	 0	 3	 48	 43	 swordfish	 16	 1	 4	 firing_room	 12	 3	 0.000000	 trap	 1.139910	 perceptual	 1.000000	 1.368869	 37	 1.000000	 	 	 	 	 1435.364764	 1454.881890	 1456.027105	 1459.532914	 1460.907114	 1.000000	 
JLC	 retrieval	 6	 0	 4	 48	 44	 pigeon	 13	 2	 2	 corridor_home	 8	 2	 0.000000	 decorate	 1.414463	 semantic_animated	 1.000000	 1.798523	 37	 1.000000	 	 	 	 	 1435.364764	 1462.135251	 1463.554991	 1467.063131	 1468.866997	 1.000000	 
JLC	 retrieval	 6	 0	 5	 48	 45	 pear	 12	 1	 5	 houses	 13	 2	 0.000000	 divide	 1.168076	 perceptual	 1.000000	 1.225270	 37	 1.000000	 	 	 	 	 1435.364764	 1469.997635	 1471.170958	 1474.676377	 1475.906941	 1.000000	 
JLC	 retrieval	 6	 0	 6	 48	 46	 microphone	 10	 2	 6	 industry_texas	 14	 2	 0.000000	 cross	 1.107642	 semantic_animated	 1.000000	 2.548173	 37	 1.000000	 	 	 	 	 1435.364764	 1477.513990	 1478.626846	 1482.137294	 1484.690844	 1.000000	 
JLC	 retrieval	 6	 0	 7	 48	 47	 scarf	 11	 2	 8	 waterfall	 31	 1	 0.000000	 bury	 1.328953	 semantic_animated	 1.000000	 1.788233	 37	 1.000000	 	 	 	 	 1435.364764	 1486.428489	 1487.762728	 1491.273120	 1493.066733	 1.000000	 
JLC	 retrieval	 6	 0	 8	 48	 48	 jeans	 9	 1	 8	 kid_bedroom	 19	 4	 0.000000	 circle	 0.899672	 semantic_animated	 1.000000	 0.916012	 37	 1.000000	 	 	 	 	 1435.364764	 1494.041655	 1494.946613	 1498.457333	 1499.378583	 1.000000	 
JLC	 encoding	 7	 1	 0	 49	 48	 garlic	 9	 2	 7	 	 0	 0	 3.500223	 shift	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1505.613739	 1508.312910	 1511.818430	 	 	 	 	 	 	 
JLC	 encoding	 7	 2	 0	 50	 48	 centipede	 5	 2	 1	 	 0	 0	 3.663155	 push	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1512.825559	 1516.133887	 1519.802331	 	 	 	 	 	 	 
JLC	 encoding	 7	 3	 0	 51	 48	 wolf	 16	 2	 3	 	 0	 0	 5.159066	 grap	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1521.172465	 1524.549876	 1529.714270	 	 	 	 	 	 	 
JLC	 encoding	 7	 4	 0	 52	 48	 belt	 1	 2	 8	 	 0	 0	 0.209967	 melt	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1531.111140	 1534.474765	 1534.684783	 	 	 	 	 	 	 
JLC	 encoding	 7	 5	 0	 53	 48	 lettuce	 10	 1	 7	 	 0	 0	 5.437703	 mount	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1537.340109	 1540.606998	 1546.050113	 	 	 	 	 	 	 
JLC	 encoding	 7	 6	 0	 54	 48	 apple	 1	 2	 5	 	 0	 0	 3.716513	 hop	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1547.403398	 1550.504152	 1554.225959	 	 	 	 	 	 	 
JLC	 encoding	 7	 7	 0	 55	 48	 dragonfly	 7	 1	 1	 	 0	 0	 4.837260	 give	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1555.099704	 1558.311238	 1563.153863	 	 	 	 	 	 	 
JLC	 encoding	 7	 8	 0	 56	 48	 bear	 2	 1	 3	 	 0	 0	 6.574322	 discover	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1502.188625	 1564.581708	 1568.070027	 1574.649703	 	 	 	 	 	 	 
JLC	 retrieval	 7	 0	 1	 56	 49	 dragonfly	 7	 1	 1	 flowers	 13	 1	 0.000000	 give	 2.066916	 semantic_animated	 1.000000	 1.336477	 36	 1.000000	 	 	 	 	 1618.359711	 1621.528846	 1623.601077	 1627.107266	 1628.449045	 1.000000	 
JLC	 retrieval	 7	 0	 2	 56	 50	 centipede	 5	 2	 1	 geisser	 14	 1	 0.000000	 push	 1.016177	 semantic_animated	 1.000000	 1.249733	 36	 1.000000	 	 	 	 	 1618.359711	 1630.235532	 1631.256961	 1634.761876	 1636.016937	 1.000000	 
JLC	 retrieval	 7	 0	 3	 56	 51	 garlic	 9	 2	 7	 budapest	 5	 2	 0.000000	 shift	 2.466545	 semantic_animated	 1.000000	 1.350758	 36	 1.000000	 	 	 	 	 1618.359711	 1637.129037	 1639.600844	 1643.108777	 1644.464851	 1.000000	 
JLC	 retrieval	 7	 0	 4	 56	 52	 bear	 2	 1	 3	 torcal	 29	 1	 0.000000	 discover	 1.038404	 perceptual	 1.000000	 1.820265	 36	 1.000000	 	 	 	 	 1618.359711	 1645.365094	 1646.408943	 1649.919192	 1651.744702	 1.000000	 
JLC	 retrieval	 7	 0	 5	 56	 53	 apple	 1	 2	 5	 shooting_room	 29	 3	 0.000000	 hop	 0.914977	 semantic_animated	 1.000000	 1.869369	 36	 1.000000	 	 	 	 	 1618.359711	 1653.504420	 1654.424759	 1657.933978	 1659.808592	 1.000000	 
JLC	 retrieval	 7	 0	 6	 56	 54	 lettuce	 10	 1	 7	 dirty_industrial_area	 10	 2	 0.000000	 mount	 1.440056	 semantic_animated	 1.000000	 2.812419	 36	 1.000000	 	 	 	 	 1618.359711	 1660.979237	 1662.424671	 1665.934815	 1668.752537	 1.000000	 
JLC	 retrieval	 7	 0	 7	 56	 55	 belt	 1	 2	 8	 desktop_house	 10	 4	 0.000000	 melt	 1.822642	 perceptual	 1.000000	 2.303423	 36	 1.000000	 	 	 	 	 1618.359711	 1670.516569	 1672.344494	 1675.859682	 1678.168807	 1.000000	 
JLC	 retrieval	 7	 0	 8	 56	 56	 wolf	 16	 2	 3	 luxury_kitchen	 25	 4	 0.000000	 grap	 1.206231	 perceptual	 1.000000	 0.957866	 36	 1.000000	 	 	 	 	 1618.359711	 1679.084877	 1680.296339	 1683.805151	 1684.768314	 1.000000	 
JLC	 encoding	 8	 1	 0	 57	 56	 bowtie	 2	 1	 8	 	 0	 0	 4.256502	 connect	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1809.741145	 1812.288909	 1816.550712	 	 	 	 	 	 	 
JLC	 encoding	 8	 2	 0	 58	 56	 orange	 10	 2	 5	 	 0	 0	 4.252994	 spray	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1817.728926	 1820.580354	 1824.838592	 	 	 	 	 	 	 
JLC	 encoding	 8	 3	 0	 59	 56	 fly	 8	 2	 1	 	 0	 0	 4.140759	 break	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1826.159368	 1829.356430	 1833.502494	 	 	 	 	 	 	 
JLC	 encoding	 8	 4	 0	 60	 56	 cucumber	 8	 1	 7	 	 0	 0	 4.057408	 throw	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1835.031601	 1838.367737	 1842.430431	 	 	 	 	 	 	 
JLC	 encoding	 8	 5	 0	 61	 56	 penguin	 12	 1	 2	 	 0	 0	 5.755146	 strike	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1843.268407	 1846.077876	 1851.838284	 	 	 	 	 	 	 
JLC	 encoding	 8	 6	 0	 62	 56	 ostrich	 7	 2	 2	 	 0	 0	 5.003759	 hit	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1853.524875	 1856.501093	 1861.510230	 	 	 	 	 	 	 
JLC	 encoding	 8	 7	 0	 63	 56	 bison	 3	 2	 3	 	 0	 0	 6.781022	 deposit	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1862.343045	 1865.747722	 1872.533991	 	 	 	 	 	 	 
JLC	 encoding	 8	 8	 0	 64	 56	 ladybug	 10	 2	 1	 	 0	 0	 3.103012	 multiply	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 1688.325320	 1873.388475	 1876.281676	 1879.389943	 	 	 	 	 	 	 
JLC	 retrieval	 8	 0	 1	 64	 57	 bison	 3	 2	 3	 iceberg	 16	 1	 0.000000	 deposit	 1.466137	 semantic_animated	 1.000000	 1.114837	 36	 0.972222	 	 	 	 	 1921.864549	 1931.013831	 1932.485296	 1935.997089	 1937.117219	 1.000000	 
JLC	 retrieval	 8	 0	 2	 64	 58	 cucumber	 8	 1	 7	 home_office_2	 15	 4	 0.000000	 throw	 0.955200	 perceptual	 1.000000	 2.452045	 36	 0.972222	 	 	 	 	 1921.864549	 1938.668698	 1939.629169	 1943.139810	 1945.597191	 1.000000	 
JLC	 retrieval	 8	 0	 3	 64	 59	 bowtie	 2	 1	 8	 wetlands	 32	 1	 0.000000	 connect	 5.349653	 semantic_animated	 1.000000	 4.706444	 36	 0.972222	 	 	 	 	 1921.864549	 1946.434120	 1951.789081	 1955.293288	 1960.004964	 1.000000	 
JLC	 retrieval	 8	 0	 4	 64	 60	 penguin	 12	 1	 2	 roundabout	 23	 2	 0.000000	 strike	 3.129453	 semantic_animated	 1.000000	 0.644964	 36	 0.972222	 	 	 	 	 1921.864549	 1961.702120	 1964.836883	 1968.346553	 1968.996841	 1.000000	 
JLC	 retrieval	 8	 0	 5	 64	 61	 orange	 10	 2	 5	 temple_indian	 27	 2	 0.000000	 spray	 1.038133	 semantic_animated	 1.000000	 1.332023	 36	 0.972222	 	 	 	 	 1921.864549	 1970.201378	 1971.244791	 1974.755407	 1976.092772	 1.000000	 
JLC	 retrieval	 8	 0	 6	 64	 62	 fly	 8	 2	 1	 rome_skyline	 21	 2	 0.000000	 break	 2.136266	 semantic_animated	 1.000000	 1.520348	 36	 0.972222	 	 	 	 	 1921.864549	 1977.399246	 1979.540770	 1983.047012	 1984.572707	 1.000000	 
JLC	 retrieval	 8	 0	 7	 64	 63	 ostrich	 7	 2	 2	 parking_sub	 24	 3	 0.000000	 hit	 1.077427	 perceptual	 1.000000	 1.377629	 36	 0.972222	 	 	 	 	 1921.864549	 1985.593904	 1986.676728	 1990.189617	 1991.572607	 1.000000	 
JLC	 retrieval	 8	 0	 8	 64	 64	 ladybug	 10	 2	 1	 clean_bath	 7	 4	 0.000000	 multiply	 1.211847	 perceptual	 1.000000	 0.797777	 36	 0.972222	 	 	 	 	 1921.864549	 1992.667355	 1993.884563	 1997.401450	 1998.204550	 1.000000	 
JLC	 encoding	 9	 1	 0	 65	 64	 scorpion	 13	 1	 1	 	 0	 0	 5.271618	 press	 0.000000	 NO	 2.000000	 0.000000	 0	 0.000000	 2001.616595	 2003.616484	 2006.703398	 2011.980332	 	 	 	 	 	 	 
